📡节目一,#genre#
咪咕视频,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000031669
咪咕视频,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011518
咪咕视频,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011519
咪咕视频,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011520
咪咕视频,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011521
咪咕视频,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011522
晴彩青少,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011525
晴彩竞技,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011528
晴彩篮球,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011529
晴彩广场舞,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011523
咪咕赛事,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000002809



📡4K频道,#genre#
东方卫视,http://222.85.69.6/PLTV/88888888/224/3221227271/index.m3u8
山东卫视,http://222.85.69.6/PLTV/88888888/224/3221227274/index.m3u8
浙江卫视,http://222.85.69.6/PLTV/88888888/224/3221227275/index.m3u8
湖南卫视,http://222.85.69.6/PLTV/88888888/224/3221227278/index.m3u8
CCTV4K,http://222.85.69.6/PLTV/88888888/224/3221227244/index.m3u8
江苏卫视,http://222.85.69.6/PLTV/88888888/224/3221227330/index.m3u8
四川卫视,http://222.85.69.6/PLTV/88888888/224/3221227333/index.m3u8
北京卫视4K,http://123.160.108.15:6610/PLTV1/190057/1.m3u8?
深圳卫视4K,http://123.160.108.15:6610/PLTV1/190141/1.m3u8?
广东卫视4K,http://123.160.108.15:6610/PLTV1/190142/1.m3u8?
CCTV4K,http://123.160.108.7:6410/PLTV1/190059/1.m3u8?
河南卫视4k, http://219.150.217.47:6610/PLTV2/2780/index.m3u8?icpid=dxrm1

📡电影频道,#genre#
CHC 动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC 家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
CHC 影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub

CHC动作电影,http://218.15.183.23:9901/tsfile/live/23039_1.m3u8?txiptv&amp;playlive
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC动作电影,http://218.15.183.23:9901/tsfile/live/23039_1.m3u8
CHC动作电影,https://t.freetv.fun/live/chcdong-zuo-dian-ying.m3u8
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
CHC家庭影院,http://ak6668768.zicp.io:8844/live1046.m3u8
CHC家庭影院,https://t.freetv.fun/live/chcjia-ting-ying-yuan.m3u8
CHC家庭影院,http://27.41.245.32:801/hls/905/index.m3u8
CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub
CHC影迷电影,http://218.15.183.23:9901/tsfile/live/23044_1.m3u8
CHC影迷电影,https://t.freetv.fun/live/chcying-mi-dian-ying-3.m3u8

峨眉电影,http://118.122.144.115:8888/newlive/live/hls/32/live.m3u8
峨眉电影,http://118.122.144.115:8888/newlive/live/hls/32/live.m3u8
重温经典,http://38.75.136.137:98/gslb/dsdqpub/cwjd.m3u8?auth=testpub

成龙电影,http://38.75.136.137:98/gslb/dsdqpub/lbcl.m3u8?auth=testpub
周润发电影,http://38.75.136.137:98/gslb/dsdqpub/lbzxc.m3u8?auth=testpub
周星驰电影,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
林正英电影,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub
邵氏动作,http://38.75.136.137:98/gslb/dsdqpub/lbssdz.m3u8?auth=testpub
邵氏电影,http://38.75.136.137:98/gslb/dsdqpub/lbssdy.m3u8?auth=testpub
邵氏武侠,http://38.75.136.137:98/gslb/dsdqpub/lbsswx.m3u8?auth=testpub
电影台,http://118.122.144.115:8888/newlive/live/hls/38/live.m3u8
龍華电影,http://iptv.4666888.xyz/iptv2A.php?id=45
靖天电影,http://iptv.4666888.xyz/iptv2A.php?id=56
周润发电影,http://222.186.39.38:8000/587078/index.m3u8
华数电影,http://hmfs.f3322.net:3388/hls/40/index.m3u8
AMC米高梅电影,http://148.113.160.49:14207/
邵氏电影台,https://stream1.freetv.fun/d8f66a980ecbfcf9ff9db3b098d87b06793378b6f0d84e28717bfb2da14c2124.m3u8
莱德电影,https://live.iill.top/huya/25105529
星卫电影台,https://k0udeyd8ye5y1czw240ex951x2c10x5302xx1cz.djvod.ndcimgs.com/bs3/video-hls/5240782769998279315_5b89d96c2cad3de2_4681_hlsb.m3u8?x-ks-ptid=178957423116&amp;x-kcdn-pid=12021&amp;kwai-not-alloc=self-cdn&amp;kcdntag=p:Guangdong;i:ChinaTelecom;ft:UNKNOWN;h:UNKNOWN;pn:webserverHls&amp;ocid=63&amp;ss=vpm
成龙电影院,https://yylunbo.ottiptv.cc/yy/1382736841




📡河南移动IPTV,#genre#
河南IPTV导视,http://39.134.234.76:80/wh7f454c46tw4284391826_-1986650839/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226665/1.m3u8
CCTV1综合,http://39.134.234.29:80/wh7f454c46tw542650720_280418696/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226706/1.m3u8
CCTV2财经,http://39.134.234.81:80/wh7f454c46tw442111247_877349602/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226569/1.m3u8
CCTV3综艺,http://39.134.234.97:80/wh7f454c46tw489572349_1945691100/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226614/1.m3u8
CCTV4中文国际,http://39.134.234.95:80/wh7f454c46tw888069528_1069111868/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226656/1.m3u8
CCTV5体育,http://39.134.234.52:80/wh7f454c46tw1035383802_489957005/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226635/1.m3u8
CCTV5+体育赛事,http://39.134.234.33:80/wh7f454c46tw1644405022_220412586/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226609/1.m3u8
CCTV6电影,http://39.134.234.98:80/wh7f454c46tw554313908_-541126837/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226637/1.m3u8
CCTV7国防军事,http://39.134.234.100:80/wh7f454c46tw584123677_-984275346/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226678/1.m3u8
CCTV8电视剧,http://39.134.234.100:80/wh7f454c46tw603907807_552510573/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226687/1.m3u8
CCTV9记录,http://39.134.234.53:80/wh7f454c46tw624710372_1389543667/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226726/1.m3u8
CCTV10科教,http://111.7.153.46:80/wh7f454c46tw652010197_988049116/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226528/1.m3u8
CCTV11戏曲,http://39.134.234.100:80/wh7f454c46tw697953773_-1315842912/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226546/1.m3u8
CCTV12社会与法,http://39.134.234.98:80/wh7f454c46tw1424404813_1070655939/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226560/1.m3u8
CCTV13新闻,http://39.134.234.96:80/wh7f454c46tw737043770_-1276308789/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226543/1.m3u8
CCTV14少儿,http://39.134.234.43:80/wh7f454c46tw1527794726_-654808757/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226572/1.m3u8
CCTV15音乐,http://39.134.234.96:80/wh7f454c46tw1564087077_-1720009590/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226590/1.m3u8
CCTV17农业农村,http://39.134.234.52:80/wh7f454c46tw812320721_1189989475/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226630/1.m3u8
河南移动电视,http://39.134.234.100:80/wh7f454c46tw912621556_-1757507842/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226871/1.m3u8
CETV1,http://39.134.234.38:80/wh7f454c46tw943883665_712720285/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226592/1.m3u8
CGTN,http://39.134.234.15:80/wh7f454c46tw1835746666_-1848094645/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226587/1.m3u8
河南卫视,http://39.134.234.96:80/wh7f454c46tw3501436880_-129317653/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226639/1.m3u8
河南都市,http://39.134.234.101:80/wh7f454c46tw1011450902_831733417/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226649/1.m3u8
河南民生,http://39.134.234.20:80/wh7f454c46tw1947116957_-1965731638/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226685/1.m3u8
河南法制,http://39.134.234.101:80/wh7f454c46tw1072796926_-170582033/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226724/1.m3u8
河南电视剧,http://39.134.234.96:80/wh7f454c46tw1104817087_896505813/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226521/1.m3u8
河南新闻,http://111.7.153.13:80/wh7f454c46tw1130064684_-482425291/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226544/1.m3u8
欢腾购物,http://111.7.153.36:80/wh7f454c46tw1165738309_207047275/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226535/1.m3u8
河南公共,http://39.134.234.74:80/wh7f454c46tw1191296030_-1830708447/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226566/1.m3u8
河南乡村,http://39.134.234.100:80/wh7f454c46tw1214749124_1889604278/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226576/1.m3u8
晴彩中原,http://39.134.234.74:80/wh7f454c46tw1242187564_-1890394434/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226589/1.m3u8
移动戏曲,http://39.134.234.9:80/wh7f454c46tw2256513469_-399192099/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226436/1.m3u8
收藏天下,http://39.134.234.101:80/wh7f454c46tw1296354266_100751425/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226638/1.m3u8
河南戏曲,http://39.134.234.96:80/wh7f454c46tw1323003749_551611276/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226561/1.m3u8
中华功夫,http://39.134.234.94:80/wh7f454c46tw1345284342_-950858544/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226692/1.m3u8
郑州新闻综合频道,http://39.135.168.9/wh7f454c46tw1025250219_1181475290/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226404/1.m3u8
郑州商都频道,http://39.135.168.8/wh7f454c46tw1137421904_-370412964/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226402/1.m3u8
郑州文体频道,http://39.135.168.9/wh7f454c46tw1181667048_1668874332/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226407/1.m3u8
郑州影视戏曲,http://39.135.168.9/wh7f454c46tw1237108721_1634019570/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226405/1.m3u8
郑州妇女儿童,http://111.7.129.20/wh7f454c46tw1277737330_-712796715/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226403/1.m3u8
郑州都市频道,http://39.135.168.5/wh7f454c46tw1324130616_-1472929762/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226400/1.m3u8
美食汇,http://39.135.168.8:80/wh7f454c46tw1371071571_210546307/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226442/1.m3u8
棋牌汇,http://39.135.168.2:80/wh7f454c46tw1390267186_-1555531145/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226449/1.m3u8
调解剧场,http://39.134.234.98:80/wh7f454c46tw1419542930_-1620469882/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226581/1.m3u8
国学频道,http://39.134.234.101:80/wh7f454c46tw1445212860_48100306/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226629/1.m3u8
欢腾购,http://111.7.153.19:80/wh7f454c46tw1516972999_129491519/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226641/1.m3u8
浙江卫视,http://39.134.234.99:80/wh7f454c46tw1572585770_980982417/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226682/1.m3u8
东方卫视,http://39.134.234.57:80/wh7f454c46tw1685576549_-1693855771/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226681/1.m3u8
江苏卫视,http://39.134.234.98:80/wh7f454c46tw1712715844_-553847811/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226722/1.m3u8
北京卫视,http://111.7.153.32:80/wh7f454c46tw2703950398_-2139262879/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226519/1.m3u8
广东卫视,http://39.134.234.101:80/wh7f454c46tw1746777744_-1923372400/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226525/1.m3u8
黑龙江卫视,http://111.7.153.46:80/wh7f454c46tw1766792758_-1893943574/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226533/1.m3u8
山东卫视,http://39.134.234.11:80/wh7f454c46tw1794839009_1719462/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226564/1.m3u8
安徽卫视,http://39.134.234.45:80/wh7f454c46tw1818770959_-1058991163/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226578/1.m3u8
辽宁卫视,http://111.7.153.19:80/wh7f454c46tw1845603082_-2111107270/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226586/1.m3u8
陕西卫视,http://39.134.234.88:80/wh7f454c46tw1871212548_1205157398/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226591/1.m3u8
贵州卫视,http://111.7.153.12:80/wh7f454c46tw2050446116_2118416033/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226632/1.m3u8
河北卫视,http://39.134.234.16:80/wh7f454c46tw2080203235_771155772/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226611/1.m3u8
江西卫视,http://39.134.234.80:80/wh7f454c46tw2110413273_1793767705/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226594/1.m3u8
湖南卫视,http://39.134.234.99:80/wh7f454c46tw2131795618_1852424836/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226659/1.m3u8
深圳卫视,http://39.134.234.95:80/wh7f454c46tw2157439418_-63905006/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226700/1.m3u8
四川卫视,http://39.134.234.41:80/wh7f454c46tw3076819664_1833642670/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226573/1.m3u8
湖北卫视,http://111.7.153.25:80/wh7f454c46tw2203064977_-1178774036/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226579/1.m3u8
天津卫视,http://39.134.234.36:80/wh7f454c46tw3134195577_-657694000/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226621/1.m3u8
云南卫视,http://111.7.153.13:80/wh7f454c46tw2247622050_-788303889/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226660/1.m3u8
重庆卫视,http://39.134.234.88:80/wh7f454c46tw2272815769_1713982186/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226676/1.m3u8
吉林卫视,http://39.134.234.26:80/wh7f454c46tw2299104888_936003020/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226684/1.m3u8
宁夏卫视,http://39.134.234.52:80/wh7f454c46tw2325969722_-941779484/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226710/1.m3u8
东南卫视,http://39.134.234.99:80/wh7f454c46tw2344704394_-1827249276/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226720/1.m3u8
内蒙古卫视,http://39.134.234.50:80/wh7f454c46tw2376701517_-1326568012/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226517/1.m3u8
广西卫视,http://39.134.234.88:80/wh7f454c46tw2395762862_1259158856/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226540/1.m3u8
山西卫视,http://39.134.234.18:80/wh7f454c46tw3341438268_1749025447/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8
海南卫视,http://39.134.234.89:80/wh7f454c46tw2445108495_2065823748/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226562/1.m3u8
甘肃卫视,http://111.7.153.36:80/wh7f454c46tw2464875276_398304443/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226547/1.m3u8
青海卫视,http://111.7.153.3:80/wh7f454c46tw3425067168_407023236/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226584/1.m3u8
金鹰卡通,http://39.134.234.98:80/wh7f454c46tw3451825151_1121079962/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226624/1.m3u8
嘉佳卡通,http://39.134.234.96:80/wh7f454c46tw2574980911_1625533166/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226601/1.m3u8
卡酷少儿,http://39.134.234.94:80/wh7f454c46tw2599479814_1078147051/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226640/1.m3u8
哈哈炫动,http://39.134.234.89:80/wh7f454c46tw2630801688_35204802/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226596/1.m3u8
新疆卫视,http://39.134.234.88:80/wh7f454c46tw2653784081_-1189024591/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226657/1.m3u8
西藏卫视,http://39.134.234.89:80/wh7f454c46tw2681218773_-488503358/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226669/1.m3u8
优漫卡通,http://39.134.234.97:80/wh7f454c46tw2702323467_1877303318/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226606/1.m3u8
家有购物,http://39.134.234.91:80/wh7f454c46tw3664609203_-1079121184/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226663/1.m3u8
央广购物,http://39.134.234.67:80/wh7f454c46tw3696279466_-30179426/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226675/1.m3u8
聚鲨环球精选,http://39.134.234.101:80/wh7f454c46tw2782648555_1587623239/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226697/1.m3u8
好享购物,http://39.134.234.97:80/wh7f454c46tw2822015073_1488885998/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226728/1.m3u8
风尚购物,http://39.134.234.81:80/wh7f454c46tw2844767613_-31235916/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226625/1.m3u8
快乐购物,http://39.134.234.49:80/wh7f454c46tw2869772898_-242372304/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226633/1.m3u8
延边卫视,http://39.134.234.52:80/wh7f454c46tw2892924206_-1863516812/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227253/1.m3u8
康巴卫视,http://39.134.234.36:80/wh7f454c46tw3950310575_799507698/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227259/1.m3u8
信阳新闻综合,http://39.134.234.13:80/wh7f454c46tw2941070732_-1584501826/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226646/1.m3u8
信阳文旅频道,http://39.134.234.96:80/wh7f454c46tw2966880000_-1964401605/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226658/1.m3u8
信阳教育台,http://111.7.153.24:80/wh7f454c46tw2999855730_1381400830/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226674/1.m3u8
浉河广电中心,http://39.134.234.96:80/wh7f454c46tw3025666195_1045350991/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226651/1.m3u8
平桥广电中心,http://39.134.234.96:80/wh7f454c46tw3078542782_1449404756/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226683/1.m3u8
河南卫视4K,http://39.134.234.88:80/wh7f454c46tw3115510958_-1518355488/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226526/1.m3u8









📡河南电信IPTV,#genre#
CCTV-1综合,http://219.150.217.47:6610/PLTV1/40/index.m3u8?icpid=dxrm1
CCTV-2财经,http://219.150.217.47:6610/PLTV1/60/index.m3u8?icpid=dxrm1
CCTV-3综艺,http://219.150.217.47:6610/PLTV1/80/index.m3u8?icpid=dxrm1
CCTV-4中文国际,http://219.150.217.47:6610/PLTV1/100/index.m3u8?icpid=dxrm1
CCTV-5体育,http://219.150.217.47:6610/PLTV1/120/index.m3u8?icpid=dxrm1
CCTV-6电影,http://219.150.217.47:6610/PLTV1/140/index.m3u8?icpid=dxrm1
CCTV-7国防军事,http://219.150.217.47:6610/PLTV1/160/index.m3u8?icpid=dxrm1
CCTV-8电视剧,http://219.150.217.47:6610/PLTV1/180/index.m3u8?icpid=dxrm1
CCTV-9纪录,http://219.150.217.47:6610/PLTV1/200/index.m3u8?icpid=dxrm1
CCTV-10科教,http://219.150.217.47:6610/PLTV1/220/index.m3u8?icpid=dxrm1
CCTV-11戏曲,http://219.150.217.47:6610/PLTV1/240/index.m3u8?icpid=dxrm1
CCTV-12社会与法,http://219.150.217.47:6610/PLTV1/260/index.m3u8?icpid=dxrm1
CCTV-13新闻,http://219.150.217.47:6610/PLTV1/280/index.m3u8?icpid=dxrm1
CCTV-14少儿,http://219.150.217.47:6610/PLTV1/300/index.m3u8?icpid=dxrm1
CCTV-15音乐,http://219.150.217.47:6610/PLTV1/320/index.m3u8?icpid=dxrm1
CGTN,http://219.150.217.47:6610/PLTV1/340/index.m3u8?icpid=dxrm1
CCTV-17,http://219.150.217.47:6610/PLTV1/360/index.m3u8?icpid=dxrm1
CCTV-5+体育赛事,http://219.150.217.47:6610/PLTV1/380/index.m3u8?icpid=dxrm1
CETV1,http://219.150.217.47:6610/PLTV1/400/index.m3u8?icpid=dxrm1
浙江卫视,http://219.150.217.47:6610/PLTV1/960/index.m3u8?icpid=dxrm1
东方卫视,http://219.150.217.47:6610/PLTV1/980/index.m3u8?icpid=dxrm1
江苏卫视,http://219.150.217.47:6610/PLTV1/1000/index.m3u8?icpid=dxrm1
北京卫视,http://219.150.217.47:6610/PLTV1/1020/index.m3u8?icpid=dxrm1
广东卫视,http://219.150.217.47:6610/PLTV1/1040/index.m3u8?icpid=dxrm1
黑龙江卫视,http://219.150.217.47:6610/PLTV1/1060/index.m3u8?icpid=dxrm1
山东卫视,http://219.150.217.47:6610/PLTV1/1080/index.m3u8?icpid=dxrm1
安徽卫视,http://219.150.217.47:6610/PLTV1/1100/index.m3u8?icpid=dxrm1
辽宁卫视,http://219.150.217.47:6610/PLTV1/1120/index.m3u8?icpid=dxrm1
陕西卫视,http://219.150.217.47:6610/PLTV1/1140/index.m3u8?icpid=dxrm1
河北卫视,http://219.150.217.47:6610/PLTV1/1180/index.m3u8?icpid=dxrm1
江西卫视,http://219.150.217.47:6610/PLTV1/1200/index.m3u8?icpid=dxrm1
湖南卫视,http://219.150.217.47:6610/PLTV1/1220/index.m3u8?icpid=dxrm1
深圳卫视,http://219.150.217.47:6610/PLTV1/1240/index.m3u8?icpid=dxrm1 
四川卫视,http://219.150.217.47:6610/PLTV1/1260/index.m3u8?icpid=dxrm1
湖北卫视,http://219.150.217.47:6610/PLTV1/1280/index.m3u8?icpid=dxrm1
天津卫视,http://219.150.217.47:6610/PLTV1/1300/index.m3u8?icpid=dxrm1
云南卫视,http://219.150.217.47:6610/PLTV1/1320/index.m3u8?icpid=dxrm1
重庆卫视,http://219.150.217.47:6610/PLTV1/1340/index.m3u8?icpid=dxrm1
吉林卫视,http://219.150.217.47:6610/PLTV1/1360/index.m3u8?icpid=dxrm1
东南卫视,http://219.150.217.47:6610/PLTV1/1400/index.m3u8?icpid=dxrm1
广西卫视,http://219.150.217.47:6610/PLTV1/1440/index.m3u8?icpid=dxrm1
海南卫视,http://219.150.217.47:6610/PLTV1/1480/index.m3u8?icpid=dxrm1
甘肃卫视,http://219.150.217.47:6610/PLTV1/1500/index.m3u8?icpid=dxrm1
河南卫视,http://219.150.217.47:6610/PLTV1/580/index.m3u8?icpid=dxrm1 
河南卫视4K测试,http://219.150.217.47:6610/PLTV2/2780/index.m3u8?icpid=dxrm1
CCTV4K,http://123.160.108.7:6610/PLTV1/190059/1.m3u8?
北京卫视4K,http://123.160.108.15:6610/PLTV1/190057/1.m3u8?
都市频道,http://219.150.217.47:6610/PLTV1/600/index.m3u8?icpid=dxrm1
民生频道,http://219.150.217.47:6610/PLTV1/620/index.m3u8?icpid=dxrm1
法治频道,http://219.150.217.47:6610/PLTV1/640/index.m3u8?icpid=dxrm1
电视剧频道,http://219.150.217.47:6610/PLTV1/660/index.m3u8?icpid=dxrm1
河南国际,http://219.150.217.47:6610/PLTV1/680/index.m3u8?icpid=dxrm1
睛彩中原,http://219.150.217.47:6610/PLTV1/700/index.m3u8?icpid=dxrm1
新闻频道,http://219.150.217.47:6610/PLTV1/720/index.m3u8?icpid=dxrm1
公共频道,http://219.150.217.47:6610/PLTV1/760/index.m3u8?icpid=dxrm1
乡村频道,http://219.150.217.47:6610/PLTV1/780/index.m3u8?icpid=dxrm1
移动戏曲,http://219.150.217.47:6610/PLTV1/800/index.m3u8?icpid=dxrm1
收藏天下,http://219.150.217.47:6610/PLTV1/820/index.m3u8?icpid=dxrm1
河南戏曲,http://219.150.217.47:6610/PLTV1/840/index.m3u8?icpid=dxrm1
中华功夫,http://219.150.217.47:6610/PLTV1/860/index.m3u8?icpid=dxrm1
美食汇,http://219.150.217.47:6610/PLTV1/880/index.m3u8?icpid=dxrm1
棋牌汇,http://219.150.217.47:6610/PLTV1/900/index.m3u8?icpid=dxrm1
调节剧场,http://219.150.217.47:6610/PLTV1/920/index.m3u8?icpid=dxrm1
CCTV1,http://219.150.217.47:6610/PLTV1/940/index.m3u8?icpid=dxrm1
贵州卫视,http://219.150.217.47:6610/PLTV1/1160/index.m3u8?icpid=dxrm1
宁夏卫视,http://219.150.217.47:6610/PLTV1/1380/index.m3u8?icpid=dxrm1
内蒙古卫视,http://219.150.217.47:6610/PLTV1/1420/index.m3u8?icpid=dxrm1
山西卫视,http://219.150.217.47:6610/PLTV1/1460/index.m3u8?icpid=dxrm1
青海卫视,http://219.150.217.47:6610/PLTV1/1520/index.m3u8?icpid=dxrm1
金鹰卡通,http://219.150.217.47:6610/PLTV1/1540/index.m3u8?icpid=dxrm1
嘉佳卡通,http://219.150.217.47:6610/PLTV1/1560/index.m3u8?icpid=dxrm1
卡酷少儿,http://219.150.217.47:6610/PLTV1/1580/index.m3u8?icpid=dxrm1
哈哈炫动,http://219.150.217.47:6610/PLTV1/1600/index.m3u8?icpid=dxrm1
新疆卫视,http://219.150.217.47:6610/PLTV1/1620/index.m3u8?icpid=dxrm1
西藏卫视,http://219.150.217.47:6610/PLTV1/1640/index.m3u8?icpid=dxrm1
